id,text,label
6463,"Really boring and poorly made, thumbs down.",1
6464,"That is a common misconception, the real answer is different.",5
6465,That calculation gives a! different result when done correctly.,5
6466,"Really boring! and poorly made, thumbs down.",1
6467,"Dating site for! singles, click the link below!",3
6468,"Clickbait title, the video delivers nothing.",1
6469,The date you mentioned is actually off by one year.,5
6470,"I learned so much from! this, thank you!",0
6471,"You! are incredibly talented, this is top notch.",0
6472,You switched the x and y axes in that chart.,5
6473,This channel deserves! way more subscribers.,0
6474,Add! timestamps to your videos please.,6
6475,"I learned so much from this, thank you!",0
6476,"That definition is not quite accurate, please check again.",5
6477,That calculation gives a different result when done correctly.,5
6478,Pin this comment so everyone can see it.,6
6479,I believe you meant to say the opposite! of what you said.,5
6480,"Nothing! useful here, just filler content.",1
6481,"Really boring! and poorly made, thumbs down.",1
6482,"This made my day, so inspiring and motivating.",0
6483,The date you mentioned is actually off by one! year.,5
6484,I watched this video.,2
6485,I watched this video.,2
6486,The video was uploaded! today.,2
6487,This channel is going downhill fast.,1
6488,What software did! you use to make this video?,4
6489,"This made my day,! so inspiring and motivating.",0
6490,Where can I download the files you used! here?,4
6491,There are subtitles available for this! video.,2
6492,This was suggested to me by YouTube.!,2
6493,Do not skip the introduction next time please.,6
6494,How many hours did you spend on this project?,4
6495,How many hours did you spend on this project?,4
6496,This is the most confusing explanation I have ever seen.,1
6497,What is the name of the song in the background?,4
6498,Really appreciate the effort you put into this.,0
6499,Do not skip the introduction next time please.,6
6500,"So many errors in this video, very unprofessional.",1
6501,Make a part two of! this video immediately!,6
6502,You made a mistake! at around the three minute mark.,5
6503,"So many errors in this video, very unprofessional.",1
6504,"This is terrible, complete waste! of my time.",1
6505,I watched this video.,2
6506,"Worst video I have seen, very disappointing.!",1
6507,The video has! a few chapters.,2
6508,The spelling of that! term is incorrect in your slides.,5
6509,"This is terrible, complete! waste of my time.",1
6510,"I learned so much from this, thank! you!",0
6511,What software did you use to make! this video?,4
6512,"Upload more frequently, we need! this content!",6
6513,That calculation! gives a different result when done correctly.,5
6514,You confused two different concepts in this part.,5
6515,This is the most confusing explanation I have ever seen.,1
6516,"Dating site for singles, click the link below!",3
6517,"Make money online fast, no experience needed!!",3
6518,What do! you think about the alternative approach?,4
6519,"Stop using that! background music, it is distracting.",6
6520,"This is terrible, complete waste of my time.",1
6521,"This is a scam avoid at all costs, visit my page instead!",3
6522,This is completely wrong and misleading! information.,1
6523,What software did you use! to make this video?,4
6524,Promo code SPAM50 for discount on my useless product!,3
6525,This is the most confusing explanation! I have ever seen.,1
6526,Click here to win a free iPhone now!!!,3
6527,"I make 500! dollars a day from home, ask me how!",3
6528,This channel! is going downhill fast.,1
6529,Make a part two of! this video immediately!,6
6530,I watched this! on my phone.,2
6531,You switched the x and y axes! in that chart.,5
6532,"Very rude presenter, extremely! off-putting.",1
6533,Why does this happen the way it does?,4
6534,This channel deserves! way more subscribers.,0
6535,Does anyone know where I can find! more like this?,4
6536,"Make money online fast, no experience needed!!",3
6537,I paused! this halfway through.,2
6538,"Dating site for singles, click the link below!",3
6539,This channel is going downhill fast.,1
6540,Has anyone tried this on a Mac instead of Windows?,4
6541,That calculation gives a different result when done correctly.!,5
6542,Do not forget to add subtitles next time.!,6
6543,Do not skip the! introduction next time please.,6
6544,Is this method still! relevant in the current year?,4
6545,You mislabeled the diagram in this section.,5
6546,"This! is terrible, complete waste of my time.",1
6547,"This is! a scam avoid at all costs, visit my page instead!",3
6548,I watched this video.,2
6549,I watched this on my phone.,2
6550,This channel deserves way more subscribers.,0
6551,You! confused two different concepts in this part.,5
6552,One of the best videos I have watched in! a long time.,0
6553,"Stop using that background music, it is! distracting.",6
6554,"The! audio quality is awful, could not understand anything.",1
6555,The presenter talks about several points.,2
6556,"Great video,! very informative and well explained.",0
6557,This is a video about the topic.,2
6558,This is the most confusing explanation I have ever seen.,1
6559,Is this suitable for complete beginners?,4
6560,First comment! Subscribe to me! for no reason!,3
6561,"Fantastic content, keep up the great work!",0
6562,This video! is about twelve minutes long.,2
6563,"Excellent explanation, very clear and easy to follow.!",0
6564,I! paused this halfway through.,2
6565,"So well done, I watched it three! times already.",0
6566,You confused two! different concepts in this part.,5
6567,Subscribe! to my channel for free money giveaway!,3
6568,Click here to win a free iPhone now!!!,3
6569,"Great video, very informative and well explained.",0
6570,"Very rude presenter, extremely! off-putting.",1
6571,What software did you use to make this video?,4
6572,There are links in the description.,2
6573,The date you mentioned! is actually off by one year.,5
6574,"I regret watching this, total garbage.",1
6575,I came across this while browsing.,2
6576,Do! you have a written version of this tutorial?,4
6577,First comment! Subscribe to me for! no reason!,3
6578,"That is a common misconception, the real answer is different.",5
6579,First! comment! Subscribe to me for no reason!,3
6580,The date you mentioned is actually off by one year.,5
6581,I came across this while browsing.,2
6582,Click here! to win a free iPhone now!!!,3
6583,Turn! on the captions for accessibility.,6
6584,The link you shared in the description is broken.,5
6585,Do you have a written version of this! tutorial?,4
6586,The thumbnail caught my attention.,2
6587,"Really boring and poorly made, thumbs! down.",1
6588,"I got 10000 subscribers in one! day, here is how!",3
6589,Check my latest video for free robux and vbucks!,3
6590,Promo code SPAM50 for discount on my! useless product!,3
6591,"Small error in the code, you forgot a closing bracket.",5
6592,Please slow down when explaining complex! parts.,6
6593,The link you shared in the description is broken.,5
6594,Does anyone know where I can find more like this?,4
6595,"This is a scam avoid at all costs, visit my page instead!",3
6596,"That! is a common misconception, the real answer is different.",5
6597,Do you have a written version! of this tutorial?,4
6598,"Visit my! website for amazing deals, link in bio!",3
6599,Can someone explain! what this means?,4
6600,Where can I download the files you used here?,4
